title,author,link,image
San Francisco remembers Bataan at jubilant Presidio rites,Philippine Daily Inquirer,http://usa.inquirer.net/2863/san-francisco-remembers-bataan-jubilant-presidio-rites,NULL
Wesley So is the new US chess champion,Philippine Daily Inquirer,http://usa.inquirer.net/2859/wesley-new-us-chess-champion,NULL
"PAL and DOT in San Francisco promote new destinations, travel features",Philippine Daily Inquirer,http://usa.inquirer.net/2872/pal-dot-san-francisco-promote-new-destinations-travel-features,NULL
"Filipino food, kapre, etc. in Toronto kids’ play ‘Kaldero’",Philippine Daily Inquirer,http://usa.inquirer.net/2841/filipino-food-kapre-tiyanak-etc-toronto-kids-play-kaldero,NULL
Arkipelago Books – SF’s Filipino cultural mecca passes the torch,Philippine Daily Inquirer,http://usa.inquirer.net/2850/arkipelago-books-sfs-filipino-cultural-mecca-passes-torch,NULL
United Airlines Ejection: On being a ‘randomly picked’ Asian,Philippine Daily Inquirer,http://usa.inquirer.net/2847/united-airlines-ejection-randomly-picked-asian,NULL
H-1B visa quota for 2018 filled in less than a week,Philippine Daily Inquirer,http://usa.inquirer.net/2843/h-1b-visa-quota-2018-filled-less-week,NULL
"Anti-Duterte or not, Catholics join ‘Penitential Walk for Life’",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889171/anti-duterte-or-not-catholics-join-penitential-walk-for-life,NULL
Filipinos re-enact Christ’s crucifixion in gory spectacle,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889175/filipinos-re-enact-christs-crucifixion-in-gory-spectacle,NULL
CPP says US involved in Abu Sayyaf attack in Bohol,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889162/cpp-says-us-involved-in-abu-sayyaf-attack-in-bohol,NULL
Filipino convicted of spying in Qatar spared from gallows,Philippine Daily Inquirer,http://globalnation.inquirer.net/154884/filipino-convicted-of-spying-in-qatar-spared-from-gallows,NULL
Suspected IS member deported to Kuwait,Philippine Daily Inquirer,http://globalnation.inquirer.net/154891/suspected-is-member-deported-to-kuwait,NULL
"Are your homes, business establishments quake-proof?",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889110/are-your-homes-business-establishments-quake-proof,NULL
Nowitzki confirms return for 20th season,Philippine Daily Inquirer,http://sports.inquirer.net/244758/nowitzki-confirms-return-20th-season,NULL
Tagle tells public: Fight culture of death with culture of love,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889117/tagle-tells-public-fight-culture-of-death-with-culture-of-love,NULL
US ‘Mother Of All Bombs’ kills dozen of IS militants—Afghan execs,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889126/us-mother-of-all-bombs-kills-dozen-of-is-militants-afghan-execs,NULL
"5 men nailed to crosses in Pampanga city, 9 more to go",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889114/5-men-nailed-to-crosses-in-pampanga-city-9-more-to-go,NULL
